stamp_ns,time_s_from_start,visible,rel_x_m,rel_y_m,range_m,bearing_deg,u_px,bbox_w_px,bbox_h_px,sync_dt_ms
1777025684045494982,69.403,0,0.2321,0.8393,0.8707,74.543,-1530.97,795.93,859.80,2.156
1777025684145340258,69.502,0,0.1896,0.8424,0.8635,77.317,-1955.27,974.27,1052.45,1.649
1777025684245003276,69.602,0,0.1201,0.8474,0.8559,81.934,-3295.77,1537.96,1661.38,1.055
1777025684343765889,69.701,0,0.0365,0.8479,0.8486,87.536,nan,nan,nan,0.355
1777025684444280145,69.801,0,-0.0400,0.8442,0.8451,92.711,nan,nan,nan,0.684
1777025684545278399,69.902,0,-0.1130,0.8360,0.8437,97.700,nan,nan,nan,2.070
1777025684643773920,70.001,0,-0.1863,0.8236,0.8444,102.743,nan,nan,nan,0.247
1777025684744635101,70.102,0,-0.2574,0.8072,0.8473,107.689,nan,nan,nan,0.908
1777025684847683478,70.205,0,-0.3322,0.7841,0.8516,112.958,nan,nan,nan,2.811
1777025684944072747,70.301,0,-0.4111,0.7532,0.8581,118.623,nan,nan,nan,0.293
1777025685043529024,70.401,0,-0.4902,0.7148,0.8667,124.446,nan,nan,nan,0.353
1777025685144535241,70.502,0,-0.5641,0.6726,0.8778,129.989,nan,nan,nan,0.727
1777025685243520502,70.601,0,-0.6336,0.6257,0.8905,135.360,nan,nan,nan,1.048
1777025685346852749,70.704,0,-0.6978,0.5768,0.9054,140.422,nan,nan,nan,2.433
1777025685444591624,70.802,0,-0.7583,0.5225,0.9209,145.433,nan,nan,nan,0.465
1777025685541775039,70.899,0,-0.8156,0.4648,0.9388,150.319,nan,nan,nan,2.872
1777025685645751783,71.003,0,-0.8700,0.3992,0.9572,155.351,nan,nan,nan,1.535
1777025685743856010,71.101,0,-0.9196,0.3320,0.9777,160.149,nan,nan,nan,0.266
1777025685845503984,71.203,0,-0.9624,0.2646,0.9982,164.629,nan,nan,nan,1.033
1777025685946502442,71.304,0,-1.0013,0.1896,1.0191,169.279,nan,nan,nan,1.154
1777025686051468850,71.409,0,-1.0376,0.1096,1.0434,173.972,nan,nan,nan,2.199
1777025686144192612,71.501,0,-1.0629,0.0418,1.0637,177.749,nan,nan,nan,0.584
1777025686243306983,71.600,0,-1.0856,-0.0380,1.0863,-177.996,nan,nan,nan,2.694
1777025686344950217,71.702,0,-1.1039,-0.1158,1.1099,-174.011,nan,nan,nan,1.054
1777025686446891635,71.804,0,-1.1167,-0.1941,1.1334,-170.138,nan,nan,nan,1.679
1777025686544344752,71.902,0,-1.1237,-0.2767,1.1573,-166.165,nan,nan,nan,1.422
1777025686645962893,72.003,0,-1.1259,-0.3578,1.1814,-162.371,nan,nan,nan,0.101
1777025686742589569,72.100,0,-1.1234,-0.4357,1.2049,-158.801,nan,nan,nan,4.334
1777025686843310268,72.200,0,-1.1148,-0.5143,1.2277,-155.232,nan,nan,nan,1.950
1777025686947182032,72.304,0,-1.1051,-0.5858,1.2507,-152.070,nan,nan,nan,1.330
1777025687043500023,72.401,0,-1.0944,-0.6521,1.2739,-149.212,nan,nan,nan,2.720
1777025687145427774,72.503,0,-1.0868,-0.7086,1.2974,-146.897,nan,nan,nan,0.817
1777025687245685993,72.603,0,-1.0885,-0.7517,1.3228,-145.372,nan,nan,nan,0.640
1777025687343737257,72.701,0,-1.0949,-0.7850,1.3472,-144.361,nan,nan,nan,2.778
1777025687444974214,72.802,0,-1.1212,-0.7961,1.3751,-144.623,nan,nan,nan,1.311
1777025687547719981,72.905,0,-1.1509,-0.8020,1.4028,-145.129,nan,nan,nan,1.359
1777025687645241802,73.002,0,-1.1854,-0.8006,1.4304,-145.965,nan,nan,nan,1.176
1777025687745231393,73.102,0,-1.2179,-0.8007,1.4575,-146.679,nan,nan,nan,1.355
1777025687845097187,73.202,0,-1.2472,-0.8048,1.4843,-147.166,nan,nan,nan,2.375
1777025687945654887,73.303,0,-1.2698,-0.8052,1.5036,-147.619,nan,nan,nan,1.406
1777025688044198409,73.401,0,-1.2855,-0.8089,1.5189,-147.820,nan,nan,nan,3.922
1777025688144347888,73.502,0,-1.3088,-0.8097,1.5390,-148.257,nan,nan,nan,3.169
1777025688244265423,73.601,0,-1.3331,-0.8061,1.5579,-148.841,nan,nan,nan,3.398
1777025688343892108,73.701,0,-1.3628,-0.7940,1.5772,-149.775,nan,nan,nan,3.861
1777025688444426419,73.802,0,-1.3946,-0.7750,1.5955,-150.939,nan,nan,nan,3.099
1777025688543206106,73.900,0,-1.4301,-0.7450,1.6125,-152.482,nan,nan,nan,3.451
1777025688648530754,74.006,0,-1.4694,-0.7079,1.6310,-154.278,nan,nan,nan,0.541
1777025688747815476,74.105,0,-1.5083,-0.6577,1.6455,-156.440,nan,nan,nan,0.378
1777025688843099434,74.200,0,-1.5408,-0.6147,1.6589,-158.249,nan,nan,nan,3.117
1777025688943465727,74.301,0,-1.5718,-0.5549,1.6669,-160.557,nan,nan,nan,3.441
1777025689044296593,74.401,0,-1.6140,-0.4838,1.6850,-163.313,nan,nan,nan,4.513
1777025689143368057,74.501,0,-1.6419,-0.4230,1.6955,-165.552,nan,nan,nan,2.679
1777025689243207370,74.600,0,-1.6675,-0.3569,1.7052,-167.917,nan,nan,nan,3.346
1777025689344348365,74.702,0,-1.6938,-0.2882,1.7182,-170.344,nan,nan,nan,3.854
1777025689444756213,74.802,0,-1.7197,-0.2128,1.7328,-172.945,nan,nan,nan,3.615
1777025689544894600,74.902,0,-1.7346,-0.1413,1.7403,-175.342,nan,nan,nan,3.665
1777025689643902805,75.001,0,-1.7482,-0.0484,1.7489,-178.414,nan,nan,nan,3.474
1777025689742828936,75.100,0,-1.7596,0.1065,1.7628,176.536,nan,nan,nan,2.515
1777025689844367966,75.202,0,-1.7626,0.1877,1.7726,173.922,nan,nan,nan,3.514
1777025689944582482,75.302,0,-1.7635,0.2430,1.7802,172.154,nan,nan,nan,4.108
1777025690045929198,75.403,0,-1.7622,0.3259,1.7921,169.524,nan,nan,nan,2.920
1777025690143122649,75.500,0,-1.7526,0.4141,1.8009,166.706,nan,nan,nan,1.476
1777025690243180351,75.600,0,-1.7414,0.4850,1.8077,164.438,nan,nan,nan,1.015
1777025690342910942,75.700,0,-1.7276,0.5598,1.8161,162.047,nan,nan,nan,2.088
1777025690442619775,75.800,0,-1.7101,0.6369,1.8248,159.571,nan,nan,nan,1.236
1777025690542777809,75.900,0,-1.6849,0.7185,1.8317,156.904,nan,nan,nan,2.336
1777025690641755551,75.999,0,-1.6582,0.7963,1.8395,154.347,nan,nan,nan,0.218
1777025690741109533,76.098,0,-1.6295,0.8699,1.8472,151.906,nan,nan,nan,0.347
1777025690844099873,76.201,0,-1.5966,0.9448,1.8552,149.385,nan,nan,nan,0.634
1777025690944291778,76.301,0,-1.5600,1.0160,1.8616,146.924,nan,nan,nan,2.819
1777025691044059444,76.401,0,-1.5190,1.0852,1.8668,144.458,nan,nan,nan,2.377
1777025691142766298,76.500,0,-1.4753,1.1560,1.8742,141.918,nan,nan,nan,1.056
1777025691244057051,76.601,0,-1.4320,1.2213,1.8821,139.539,nan,nan,nan,2.215
1777025691347094243,76.704,0,-1.3871,1.2833,1.8897,137.226,nan,nan,nan,3.721
1777025691443174031,76.800,0,-1.3273,1.3541,1.8961,134.427,nan,nan,nan,0.247
1777025691543400103,76.901,0,-1.2393,1.4492,1.9068,130.537,nan,nan,nan,1.659
1777025691643314601,77.000,0,-1.1484,1.5342,1.9165,126.816,nan,nan,nan,1.088
1777025691740839089,77.098,0,-1.0009,1.6476,1.9278,121.279,nan,nan,nan,1.961
1777025691844745945,77.202,0,-0.9146,1.7034,1.9334,118.232,nan,nan,nan,2.294
1777025691942808208,77.300,0,-0.8538,1.7440,1.9418,116.085,nan,nan,nan,0.125
1777025692043077150,77.400,0,-0.7903,1.7813,1.9487,113.926,nan,nan,nan,0.478
1777025692144571199,77.502,0,-0.7314,1.8131,1.9550,111.969,nan,nan,nan,1.042
1777025692246033544,77.603,0,-0.6685,1.8434,1.9609,109.933,nan,nan,nan,3.139
1777025692345528655,77.703,0,-0.6062,1.8689,1.9647,107.971,nan,nan,nan,3.000
1777025692444276564,77.801,0,-0.5408,1.8924,1.9682,105.949,nan,nan,nan,0.905
1777025692543776545,77.901,0,-0.4849,1.9105,1.9711,104.240,nan,nan,nan,0.447
1777025692644465023,78.002,0,-0.4312,1.9257,1.9733,102.620,nan,nan,nan,0.248
1777025692741191050,78.098,0,-0.4343,1.9266,1.9750,102.704,nan,nan,nan,4.509
1777025692844202538,78.201,0,-0.4574,1.9236,1.9772,103.377,nan,nan,nan,0.691
1777025692941660063,78.299,0,-0.4890,1.9181,1.9794,104.303,nan,nan,nan,2.196
1777025693043054834,78.400,0,-0.5255,1.9115,1.9824,105.372,nan,nan,nan,0.651
1777025693143831015,78.501,0,-0.5605,1.9047,1.9854,106.398,nan,nan,nan,0.162
1777025693244177956,78.601,0,-0.5924,1.8991,1.9894,107.326,nan,nan,nan,0.166
1777025693344596675,78.702,0,-0.6264,1.8930,1.9939,108.309,nan,nan,nan,0.539
1777025693443196011,78.800,0,-0.6601,1.8864,1.9985,109.287,nan,nan,nan,0.997
1777025693542646011,78.900,0,-0.6959,1.8794,2.0041,110.317,nan,nan,nan,1.786
1777025693644567392,79.002,0,-0.7589,1.8612,2.0100,112.182,nan,nan,nan,0.253
1777025693741032012,79.098,0,-0.8532,1.8264,2.0159,115.040,nan,nan,nan,3.331
1777025693843183800,79.200,0,-0.9631,1.7794,2.0233,118.425,nan,nan,nan,1.343
1777025693941965802,79.299,0,-1.0872,1.7167,2.0320,122.346,nan,nan,nan,4.385
1777025694044719106,79.402,0,-1.2158,1.6412,2.0425,126.530,nan,nan,nan,0.045
1777025694143853051,79.501,0,-1.3369,1.5598,2.0543,130.600,nan,nan,nan,1.459
1777025694244369936,79.602,0,-1.4532,1.4713,2.0680,134.646,nan,nan,nan,0.447
1777025694344499804,79.702,0,-1.5635,1.3752,2.0823,138.666,nan,nan,nan,0.191
1777025694444159563,79.801,0,-1.6676,1.2736,2.0983,142.629,nan,nan,nan,1.110
1777025694545360965,79.903,0,-1.7610,1.1709,2.1148,146.380,nan,nan,nan,2.412
1777025694643231025,80.000,0,-1.8572,1.0494,2.1332,150.531,nan,nan,nan,2.771
1777025694742176545,80.099,0,-1.9458,0.9170,2.1510,154.767,nan,nan,nan,3.821
1777025694843999463,80.201,0,-2.0378,0.7457,2.1699,159.900,nan,nan,nan,2.125
1777025694943030353,80.300,0,-2.1096,0.5786,2.1875,164.662,nan,nan,nan,0.706
1777025695042943925,80.400,0,-2.1695,0.4112,2.2081,169.269,nan,nan,nan,3.349
1777025695141551187,80.499,0,-2.2208,0.1981,2.2296,174.902,nan,nan,nan,4.296
1777025695241997202,80.599,0,-2.2458,-0.0759,2.2471,-178.065,nan,nan,nan,4.288
1777025695344062416,80.701,0,-2.2304,-0.3881,2.2639,-170.128,nan,nan,nan,2.303
1777025695440077797,80.797,0,-2.1807,-0.6650,2.2799,-163.041,nan,nan,nan,2.280
1777025695538357838,80.896,0,-2.0721,-0.9925,2.2976,-154.406,nan,nan,nan,0.612
1777025695642299249,80.999,0,-1.9017,-1.3299,2.3206,-145.035,nan,nan,nan,4.044
1777025695743092523,81.100,0,-1.6838,-1.6250,2.3400,-136.018,nan,nan,nan,3.782
1777025695842224246,81.199,0,-1.4532,-1.8547,2.3562,-128.079,nan,nan,nan,3.719
1777025695943278111,81.300,0,-1.1432,-2.0793,2.3729,-118.802,nan,nan,nan,3.633
1777025696044696067,81.402,0,-0.8147,-2.2413,2.3848,-109.977,nan,nan,nan,1.778
1777025696144104234,81.501,0,-0.4621,-2.3487,2.3937,-101.130,nan,nan,nan,3.701
1777025696245242469,81.602,0,-0.1213,-2.3958,2.3988,-92.900,nan,nan,nan,2.990
1777025696344756913,81.702,0,0.1159,-2.3982,2.4010,-87.233,10939.33,1593.44,1721.31,2.623
1777025696445050466,81.802,0,0.2697,-2.3870,2.4022,-83.555,4866.35,684.98,739.95,1.850
1777025696542507972,81.900,0,0.3985,-2.3688,2.4021,-80.451,3374.60,463.54,500.74,3.836
1777025696644422686,82.002,0,0.4304,-2.3622,2.4011,-79.673,3140.26,429.11,463.54,4.162
1777025696743235207,82.100,0,0.4264,-2.3623,2.4005,-79.768,3166.92,433.16,467.92,4.163
1777025696844954032,82.202,0,0.4238,-2.3620,2.3997,-79.827,3183.96,435.81,470.78,2.713
1777025696945305974,82.302,0,0.4151,-2.3614,2.3976,-80.030,3243.30,444.97,480.68,2.747
1777025697044244327,82.401,0,0.3998,-2.3564,2.3901,-80.370,3348.46,461.98,499.05,3.603
1777025697146211263,82.503,0,0.3697,-2.3441,2.3730,-81.038,3577.94,499.66,539.75,1.709
1777025697247812201,82.605,0,0.3424,-2.3345,2.3594,-81.656,3822.84,539.47,582.76,2.116
1777025697344456673,82.702,0,0.3226,-2.3212,2.3435,-82.087,4016.01,572.52,618.47,2.995
1777025697446538349,82.804,0,0.2903,-2.3001,2.3184,-82.808,4390.35,636.35,687.42,1.987
1777025697545219240,82.902,0,0.2654,-2.2815,2.2969,-83.365,4735.62,696.03,751.88,3.140
1777025697646755845,83.004,0,0.2430,-2.2659,2.2789,-83.880,5109.79,760.26,821.27,1.566
1777025697746768176,83.104,0,0.2227,-2.2495,2.2605,-84.347,5507.73,829.48,896.04,3.107
1777025697844327700,83.201,0,0.2106,-2.2344,2.2443,-84.616,5768.37,877.09,947.48,4.008
1777025697943945200,83.301,0,0.2016,-2.2175,2.2266,-84.805,5968.14,916.21,989.73,3.401
1777025698043366607,83.401,0,0.2039,-2.1991,2.2085,-84.703,5858.39,905.91,978.60,2.983
1777025698145201821,83.502,0,0.2110,-2.2024,2.2124,-84.527,5679.15,875.27,945.51,3.622
1777025698251347300,83.609,0,0.2040,-2.2000,2.2095,-84.702,5857.86,905.43,978.09,1.359
1777025698348769454,83.706,0,0.1946,-2.1907,2.1994,-84.923,6099.79,949.03,1025.19,0.440
1777025698446540811,83.804,0,0.1697,-2.1829,2.1894,-85.555,6924.25,1088.43,1175.77,2.310
1777025698549786966,83.907,0,0.1687,-2.1684,2.1750,-85.552,6920.98,1095.14,1183.02,0.427
1777025698644409129,84.002,0,0.1572,-2.1548,2.1606,-85.828,7357.92,1175.04,1269.33,3.618
1777025698743835073,84.101,0,0.1664,-2.1364,2.1428,-85.546,6910.80,1109.85,1198.92,1.634
1777025698843858645,84.201,0,0.1714,-2.1219,2.1288,-85.382,6677.11,1077.77,1164.26,2.408
1777025698942644240,84.300,0,0.1671,-2.1194,2.1260,-85.493,6833.45,1105.58,1194.30,0.859
1777025699045142526,84.402,0,0.1611,-2.1240,2.1301,-85.662,7088.68,1146.48,1238.48,3.475
1777025699144548730,84.502,0,0.1469,-2.1238,2.1289,-86.043,7741.23,1257.17,1358.06,2.634
1777025699243238195,84.600,0,0.1365,-2.1211,2.1255,-86.318,8297.33,1353.18,1461.76,1.373
1777025699344472134,84.702,0,0.1222,-2.1174,2.1209,-86.698,9217.05,1511.88,1633.21,1.744
1777025699445622517,84.803,0,0.1134,-2.1133,2.1164,-86.928,9883.29,1628.29,1758.96,3.561
1777025699549378818,84.907,0,0.1035,-2.1099,2.1124,-87.191,10781.38,1784.22,1927.40,0.974
1777025699645270329,85.002,0,0.0847,-2.1133,2.1150,-87.705,13124.57,2180.47,2355.45,3.223
1777025699742480336,85.100,0,0.0641,-2.1162,2.1172,-88.265,17265.49,2881.92,3113.19,1.191
1777025699844493032,85.202,0,0.0531,-2.1158,2.1165,-88.563,20776.63,3479.86,3759.10,2.427
1777025699943741254,85.301,0,0.0424,-2.1169,2.1173,-88.854,nan,nan,nan,1.082
1777025700043570901,85.401,0,0.0404,-2.1183,2.1187,-88.906,nan,nan,nan,0.867
1777025700144794840,85.502,0,0.0388,-2.1217,2.1221,-88.952,nan,nan,nan,2.907
1777025700246112296,85.603,0,0.0435,-2.1289,2.1293,-88.830,nan,nan,nan,3.199
1777025700345777036,85.703,0,0.0508,-2.1399,2.1405,-88.641,21956.72,3639.31,3931.35,2.885
1777025700444742982,85.802,0,0.0508,-2.1524,2.1530,-88.648,22067.20,3636.54,3928.36,6.825
1777025700544655129,85.902,0,0.0453,-2.1738,2.1743,-88.807,nan,nan,nan,2.226
1777025700644748812,86.002,0,0.0353,-2.1952,2.1955,-89.079,nan,nan,nan,1.316
1777025700743711794,86.101,0,0.0273,-2.2183,2.2185,-89.296,nan,nan,nan,1.448
1777025700846422654,86.204,0,0.0117,-2.2431,2.2432,-89.702,nan,nan,nan,2.825
1777025700943739920,86.301,0,-0.0024,-2.2693,2.2693,-90.061,nan,nan,nan,0.236
1777025701044565249,86.402,0,-0.0263,-2.2944,2.2946,-90.657,nan,nan,nan,0.650
1777025701145573744,86.503,0,-0.0481,-2.3194,2.3199,-91.189,nan,nan,nan,1.690
1777025701244424579,86.602,0,-0.0778,-2.3415,2.3428,-91.902,nan,nan,nan,0.827
1777025701342363602,86.700,0,-0.1096,-2.3632,2.3657,-92.656,nan,nan,nan,2.685
1777025701444637704,86.802,0,-0.1331,-2.3785,2.3822,-93.203,nan,nan,nan,0.104
1777025701544519758,86.902,0,-0.1529,-2.3881,2.3930,-93.662,nan,nan,nan,0.153
1777025701645058902,87.002,0,-0.1670,-2.3888,2.3946,-94.000,nan,nan,nan,0.678
1777025701742434186,87.100,0,-0.1834,-2.3895,2.3965,-94.390,nan,nan,nan,1.678
1777025701844235827,87.201,0,-0.2012,-2.3898,2.3982,-94.812,nan,nan,nan,0.332
1777025701945091508,87.302,0,-0.2216,-2.3875,2.3977,-95.304,nan,nan,nan,0.298
1777025702044959950,87.402,0,-0.2337,-2.3908,2.4022,-95.583,nan,nan,nan,0.136
1777025702144715801,87.502,0,-0.2503,-2.3992,2.4122,-95.955,nan,nan,nan,0.587
1777025702244076431,87.601,0,-0.2526,-2.4195,2.4326,-95.959,nan,nan,nan,0.613
1777025702347158901,87.704,0,-0.2449,-2.4373,2.4496,-95.737,nan,nan,nan,2.186
1777025702444210778,87.801,0,-0.2191,-2.4589,2.4686,-95.093,nan,nan,nan,0.326
1777025702543921277,87.901,0,-0.1807,-2.4790,2.4856,-94.169,nan,nan,nan,0.683
1777025702644388163,88.002,0,-0.1328,-2.4974,2.5010,-93.043,nan,nan,nan,0.805
1777025702743347924,88.101,0,-0.0793,-2.5154,2.5166,-91.805,nan,nan,nan,1.999
1777025702847167965,88.204,0,-0.0182,-2.5290,2.5290,-90.412,nan,nan,nan,2.032
1777025702942996680,88.300,0,0.0392,-2.5444,2.5447,-89.117,nan,nan,nan,2.719
1777025703045252745,88.402,0,0.1314,-2.5563,2.5597,-87.057,10306.10,1405.69,1518.49,0.468
1777025703145473372,88.503,0,0.2534,-2.5592,2.5717,-84.346,5507.23,729.03,787.54,0.103
1777025703245116816,88.602,0,0.3620,-2.5578,2.5832,-81.945,3950.10,510.29,551.24,2.723
1777025703345288276,88.702,0,0.4606,-2.5509,2.5922,-79.764,3165.94,400.99,433.17,0.711
1777025703446197401,88.803,0,0.5640,-2.5362,2.5982,-77.463,2631.88,327.51,353.79,0.605
1777025703543771555,88.901,0,0.6606,-2.5208,2.6060,-75.315,2282.37,279.60,302.03,2.106
1777025703644606124,89.002,0,0.7604,-2.4986,2.6118,-73.073,2010.46,242.90,262.40,1.171
1777025703742561759,89.100,0,0.8583,-2.4735,2.6182,-70.863,1803.18,215.20,232.47,3.804
1777025703846302374,89.203,0,0.9578,-2.4426,2.6236,-68.589,1633.02,192.85,208.33,2.103
1777025703942762606,89.300,0,1.0532,-2.4079,2.6282,-66.377,1497.64,175.38,189.46,3.425
1777025704044980745,89.402,0,1.1451,-2.3700,2.6321,-64.213,1386.52,161.31,174.25,1.084
1777025704143319378,89.500,0,1.2386,-2.3260,2.6352,-61.964,1288.03,149.12,161.09,3.131
1777025704244356669,89.602,0,1.3230,-2.2817,2.6375,-59.893,1209.41,139.61,150.82,2.310
1777025704345763755,89.703,0,1.4095,-2.2317,2.6395,-57.724,1136.90,131.04,141.56,1.610
1777025704443198465,89.800,0,1.4901,-2.1797,2.6404,-55.643,1075.08,123.96,133.90,3.518
1777025704544921643,89.902,0,1.5722,-2.1211,2.6402,-53.454,1016.77,117.49,126.91,2.309
1777025704642720426,90.000,0,1.6441,-2.0656,2.6400,-51.481,969.14,112.34,121.36,4.055
1777025704742759016,90.100,0,1.7169,-2.0032,2.6382,-49.401,923.19,107.59,116.22,3.738
1777025704843063588,90.200,0,1.7928,-1.9283,2.6330,-47.085,876.39,103.03,111.29,3.677
1777025704941471702,90.299,0,1.8540,-1.8630,2.6283,-45.139,840.12,99.63,107.62,2.101
1777025705042915455,90.400,0,1.9067,-1.7997,2.6219,-43.346,808.84,96.87,104.65,3.885
1777025705141697105,90.499,0,1.9249,-1.7642,2.6111,-42.505,794.78,95.96,103.66,2.172
1777025705241702880,90.599,0,1.9327,-1.7407,2.6010,-42.007,786.64,95.57,103.24,0.806
1777025705341317232,90.698,0,1.9315,-1.7272,2.5912,-41.805,783.37,95.63,103.30,0.913
1777025705442357634,90.800,0,1.9292,-1.7129,2.5799,-41.601,780.10,95.74,103.42,2.858
1777025705542561724,90.900,0,1.9284,-1.6948,2.5673,-41.312,775.48,95.78,103.47,2.535
1777025705644771159,91.002,0,1.9288,-1.6750,2.5546,-40.972,770.12,95.76,103.45,3.098
1777025705741767130,91.099,0,1.9268,-1.6594,2.5429,-40.735,766.42,95.86,103.55,1.443
1777025705842723477,91.200,0,1.9283,-1.6385,2.5304,-40.355,760.52,95.79,103.48,2.393
1777025705942555272,91.300,0,1.9247,-1.6201,2.5158,-40.088,756.41,95.97,103.67,1.990
1777025706042186437,91.399,0,1.9246,-1.5990,2.5021,-39.721,750.83,95.97,103.68,2.132
1777025706141211124,91.498,0,1.9217,-1.5791,2.4873,-39.411,746.16,96.12,103.83,0.681
1777025706242088767,91.599,0,1.9196,-1.5578,2.4721,-39.059,740.91,96.22,103.94,1.555
1777025706340932491,91.698,0,1.9168,-1.5393,2.4584,-38.766,736.57,96.36,104.09,18.082
1777025706442976909,91.800,0,1.9112,-1.5156,2.4392,-38.414,731.42,96.64,104.40,2.245
1777025706542788333,91.900,0,1.9073,-1.4940,2.4228,-38.071,726.43,96.84,104.61,2.476
1777025706641276058,91.998,0,1.8999,-1.4745,2.4049,-37.815,722.74,97.22,105.02,0.207
1777025706739813320,92.097,0,1.8914,-1.4576,2.3878,-37.619,719.94,97.66,105.49,1.126
1777025706843311289,92.200,0,1.8849,-1.4339,2.3683,-37.261,714.86,97.99,105.86,1.984
1777025706942818270,92.300,0,1.8799,-1.4105,2.3502,-36.881,709.51,98.26,106.14,0.389
1777025707040156554,92.397,0,1.8924,-1.3685,2.3354,-35.873,695.58,97.60,105.44,0.765
1777025707142290286,92.499,0,1.9032,-1.3151,2.3133,-34.644,679.08,97.05,104.84,0.635
1777025707240797734,92.598,0,1.9114,-1.2656,2.2925,-33.509,664.27,96.63,104.39,0.990
1777025707341634951,92.699,0,1.9249,-1.2101,2.2737,-32.155,647.09,95.96,103.66,1.588
1777025707442455002,92.800,1,1.9351,-1.1545,2.2533,-30.821,630.66,95.45,103.11,1.340
1777025707542324001,92.899,1,1.9417,-1.1005,2.2319,-29.543,615.35,95.13,102.76,0.196
1777025707641590668,92.999,1,1.9386,-1.0552,2.2071,-28.561,603.84,95.28,102.93,0.549
1777025707739914356,93.097,1,1.9253,-1.0118,2.1750,-27.723,594.18,95.94,103.63,1.434
1777025707842435476,93.200,1,1.9051,-0.9750,2.1401,-27.103,587.14,96.95,104.73,0.834
1777025707941439848,93.299,1,1.8932,-0.9326,2.1104,-26.225,577.29,97.57,105.40,3.595
1777025708042735490,93.400,1,1.8777,-0.8970,2.0809,-25.533,569.64,98.37,106.26,0.274
1777025708139837849,93.497,1,1.8562,-0.8769,2.0529,-25.287,566.94,99.51,107.50,2.528
1777025708241400305,93.599,1,1.8347,-0.8738,2.0322,-25.466,568.90,100.67,108.75,1.438
1777025708345808345,93.703,1,1.8111,-0.8669,2.0079,-25.580,570.15,101.99,110.17,3.135
1777025708442772037,93.800,1,1.7784,-0.8694,1.9795,-26.052,575.37,103.86,112.20,0.404
1777025708542660184,93.900,1,1.7458,-0.8825,1.9562,-26.817,583.91,105.80,114.29,0.186
1777025708641598519,93.999,1,1.7246,-0.9015,1.9460,-27.598,592.76,107.10,115.70,1.417
1777025708739687949,94.097,1,1.7021,-0.9253,1.9373,-28.529,603.46,108.52,117.23,2.300
1777025708844127266,94.201,1,1.6771,-0.9510,1.9279,-29.557,615.51,110.14,118.98,1.007
1777025708942454603,94.300,1,1.6562,-0.9722,1.9205,-30.413,625.73,111.52,120.47,1.510
1777025709042223842,94.399,1,1.6306,-0.9927,1.9091,-31.333,636.92,113.27,122.36,1.431
1777025709141820582,94.499,0,1.6103,-1.0191,1.9057,-32.329,649.26,114.70,123.91,1.103
1777025709242977540,94.600,0,1.5888,-1.0385,1.8981,-33.169,659.91,116.25,125.58,0.993
1777025709341936541,94.699,0,1.5665,-1.0606,1.8917,-34.100,671.93,117.91,127.38,1.275
1777025709442120742,94.799,0,1.5552,-1.0748,1.8905,-34.647,679.12,118.77,128.30,1.328
1777025709544180567,94.901,0,1.5337,-1.0951,1.8845,-35.527,690.88,120.43,130.10,1.049
1777025709641217630,94.998,0,1.5044,-1.1249,1.8784,-36.786,708.19,122.78,132.63,2.204
1777025709740439612,95.098,0,1.4832,-1.1458,1.8742,-37.687,720.91,124.54,134.53,3.890
1777025709843843507,95.201,0,1.4599,-1.1655,1.8681,-38.602,734.17,126.52,136.67,1.409
1777025709943021563,95.300,0,1.4381,-1.1906,1.8670,-39.620,749.31,128.44,138.75,0.448
1777025710042930987,95.400,0,1.4184,-1.2103,1.8646,-40.473,762.34,130.22,140.67,2.717
1777025710141348787,95.499,0,1.3972,-1.2333,1.8637,-41.434,777.43,132.20,142.80,2.814
1777025710242179430,95.599,0,1.3755,-1.2553,1.8622,-42.386,792.82,134.29,145.06,2.388
1777025710342396780,95.700,0,1.3543,-1.2772,1.8616,-43.320,808.39,136.38,147.33,1.888
1777025710441551799,95.799,0,1.3323,-1.3002,1.8617,-44.301,825.26,138.63,149.76,3.094
1777025710541219891,95.898,0,1.3103,-1.3220,1.8614,-45.254,842.19,140.96,152.27,3.363
1777025710641455184,95.999,0,1.2887,-1.3445,1.8624,-46.213,859.83,143.33,154.83,3.706
1777025710743005585,96.100,0,1.2671,-1.3660,1.8631,-47.151,877.68,145.78,157.48,2.050
1777025710844568819,96.202,0,1.2450,-1.3888,1.8652,-48.124,896.86,148.36,160.26,0.077
1777025710941201253,96.298,0,1.2243,-1.4099,1.8672,-49.030,915.40,150.87,162.98,3.420
1777025711041263103,96.398,0,1.2024,-1.4322,1.8701,-49.985,935.68,153.61,165.94,3.592
1777025711145634735,96.503,0,1.1825,-1.4576,1.8770,-50.949,956.99,156.20,168.73,0.442
1777025711243734351,96.601,0,1.1633,-1.4753,1.8788,-51.743,975.22,158.77,171.51,2.327
1777025711344416439,96.702,0,1.1389,-1.4944,1.8790,-52.688,997.78,162.18,175.19,0.759
1777025711443672032,96.801,0,1.1014,-1.5166,1.8743,-54.011,1031.02,167.70,181.16,1.996
1777025711542707274,96.900,0,1.0437,-1.5452,1.8647,-55.962,1084.15,176.97,191.17,2.804
1777025711645049135,97.002,0,0.9733,-1.5739,1.8505,-58.266,1154.19,189.77,205.00,0.721
1777025711743675915,97.101,0,0.9077,-1.5971,1.8370,-60.388,1227.30,203.49,219.82,2.538
1777025711842887842,97.200,0,0.8226,-1.6306,1.8263,-63.229,1341.53,224.53,242.55,3.081
1777025711943860300,97.301,0,0.7387,-1.6588,1.8159,-65.995,1476.65,250.04,270.10,2.110
